title	types	title	types	title	types	title	types	title	tyoes	title	types	title	types	title	types	title	types	title	types	title	types	title	types	title	types	title	types
甘地传	剧情	那些年，我们一起追的女孩	喜剧																								
焦土之城	剧情	查理和巧克力工厂	喜剧																								
宾虚	剧情	怪兽大学	喜剧																								
无主之作	剧情	无敌破坏王2：大闹互联网	喜剧																								
狐狸与我	剧情	黑衣人	喜剧																								
光辉岁月	剧情	超人总动员	喜剧																								
天狗	剧情	欢乐好声音	喜剧																								
寂寞芳心	剧情	冰川时代2：融冰之灾	喜剧																								
无主之地	剧情	帕丁顿熊2	喜剧																								
伊万的童年	剧情	蒂凡尼的早餐	喜剧																								
史崔特先生的故事	剧情	花与爱丽丝	喜剧																								
战舰波将金号	剧情	你丫闭嘴！	喜剧																								
查令十字街84号	剧情	杀手没有假期	喜剧																								
小公主	剧情	银河系漫游指南	喜剧																								
笑之大学	剧情																										
彗星美人	剧情																										
霍金传	剧情																										
音乐会	剧情																										
虎豹小霸王	剧情																										
芭萨提的颜色	剧情																										
何处是我朋友的家	剧情																										
敲开天堂的门	剧情																										
解构爱情狂	剧情																										
午宴之歌	剧情																										
喜马拉雅	剧情																										
西线无战事	剧情																										
法外之徒	剧情																										
再见，孩子们	剧情																										
天堂陌影	剧情																										
流星语	剧情																										
北壁	剧情																										
无声婚礼	剧情																										
远山的呼唤	剧情																										
五至七时的克莱奥	剧情																										
母亲	剧情																										
热泪伤痕	剧情																										
曼联重生	剧情																										
生活艰难但是快乐	剧情																										
隐藏的恋情	剧情																										
大菩萨岭	剧情																										
亨利四世：第二部分	剧情																										
一级谋杀	剧情																										
浮云	剧情																										
爵士春秋	剧情																										
雁南飞	剧情																										
机遇之歌	剧情																										
樱花盛开	剧情																										
我这一辈子	剧情																										
生活艰难所以快乐	剧情																										
艾美的世界	剧情																										
布朗克斯的故事	剧情																										
小孩与鹰	剧情																										
碧血金沙	剧情																										
蜂巢幽灵	剧情																										
其后	剧情																										
天国与地狱	剧情																										
红胡子	剧情																										
乌鸦与麻雀	剧情																										
自由的幻影	剧情																										
同流者	剧情																										
维莉蒂安娜	剧情																										
二十四只眼睛	剧情																										
爸爸去出差	剧情																										
纸月亮	剧情																										
风烛泪	剧情																										
割草叔叔	剧情																										
铁扇公主	剧情																										
鸳梦重温	剧情																										
母亲的城堡	剧情																										
征服者佩尔	剧情																										
木更津猫眼 日本篇	剧情																										
德尔苏·乌扎拉	剧情																										
痛苦与荣耀	剧情																										
男人的争斗	剧情																										
耶稣基督万世巨星	剧情																										
白朗宁版本	剧情																										
黑天鹅	剧情																										
贫民窟的百万富翁	剧情																										
傲慢与偏见	剧情																										
恋恋笔记本	剧情																										
香水	剧情																										
朗读者	剧情																										
猜火车	剧情																										
青蛇	剧情																										
阿飞正传	剧情																										
无耻混蛋	剧情																										
小萝莉的猴神大叔	剧情																										
悲惨世界	剧情																										
这个男人来自地球	剧情																										
美国丽人	剧情																										
发条橙	剧情																										
英国病人	剧情																										
E.T. 外星人	剧情																										
荒岛余生	剧情																										
月球	剧情																										
暖暖内含光	剧情																										
少年时代	剧情																										
开心家族	剧情																										
至爱梵高·星空之谜	剧情																										
角斗士	剧情																										
麦兜故事	剧情																										
弱点	剧情																										
大红灯笼高高挂	剧情																										
金福南杀人事件始末	剧情																										
哪啊哪啊神去村	剧情																										
时时刻刻	剧情																										
土拨鼠之日	剧情																										
盲山	剧情																										
登堂入室	剧情																										
盗钥匙的方法	剧情																										
特工	剧情																										
蓝白红三部曲之蓝	剧情																										
茜茜公主	剧情																										
少年斯派维的奇异旅行	剧情																										
单身男子	剧情																										
王牌对王牌	剧情																										
全金属外壳	剧情																										
阿郎的故事	剧情																										
结婚礼服	剧情																										
春夏秋冬又一春	剧情																										
美国X档案	剧情																										
K星异客	剧情																										
那山那人那狗	剧情																										
机器管家	剧情																										
阮玲玉	剧情																										
尼罗河上的惨案	剧情																										
启示	剧情																										
大河恋	剧情																										
和声	剧情																										
克莱默夫妇	剧情																										
关于我母亲的一切	剧情																										
两小无猜	剧情																										
杀死一只知更鸟	剧情																										
迫在眉梢	剧情																										
回家的路	剧情																										
交响情人梦 最终乐章 前篇	剧情																										
光荣之路	剧情																										
八部半	剧情																										
水牛城66	剧情																										
12怒汉：大审判	剧情																										
柏林苍穹下	剧情																										
昨天	剧情																										
放大	剧情																										
高地战	剧情																										
十分钟年华老去：小号篇	剧情																										
绿洲	剧情																										
朝圣之路	剧情																										
迷恋荷尔蒙	剧情																										
冒牌上尉	剧情																										
死亡医生	剧情																										
虎兄虎弟	剧情																										
邦尼和琼	剧情																										
伊豆的舞女	剧情																										
马路天使	剧情																										
花落花开	剧情																										
余生的第一天	剧情																										
自由作家	剧情																										
二手狮王	剧情																										
少爷	剧情																										
梵高：画语人生	剧情																										
狗脸的岁月	剧情																										
烈焰焚币	剧情																										
日瓦戈医生	剧情																										
蜘蛛巢城	剧情																										
雨月物语	剧情																										
侠女	剧情																										
莫斯科不相信眼泪	剧情																										
冬冬的假期	剧情																										
啊，荒野 后篇	剧情																										
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
